sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU1,15.02290,10.65649,46.87023,-0.16162,-0.19507,0.87305
MPU2,13.25191,26.88550,64.30534,0.03589,0.02832,0.72705
MPU1,18.42748,-5.00763,74.13741,-0.08960,-0.16528,0.74658
MPU2,17.81679,8.62595,97.26717,0.01978,-0.03369,0.78174
MPU1,25.29771,-30.16794,92.30534,-0.03809,-0.25244,0.86597
MPU2,18.59542,9.54198,115.17558,0.04297,-0.06519,0.81079
MPU1,19.81679,-27.61832,112.53435,-0.00781,-0.25146,0.73706
MPU2,15.31298,4.93130,128.19847,0.08154,-0.02466,0.77808
MPU1,20.03053,-23.70992,94.01527,0.30029,-0.30615,0.81714
MPU2,10.09160,20.07634,119.46565,0.18335,0.05176,0.88110
MPU1,16.22901,38.82443,122.70229,0.20850,-0.09937,0.63940
MPU2,-7.89313,72.76336,137.81679,0.24536,0.13232,0.94824
MPU1,-6.21374,11.09924,107.87786,0.29248,-0.28223,0.96606
MPU2,-14.82443,34.00000,112.15267,0.12329,0.10034,1.00122
MPU1,8.29008,42.73283,106.32061,0.22192,-0.24390,0.94141
MPU2,-23.05343,38.73283,133.70993,0.24536,0.08154,1.11475
MPU1,-51.48092,-58.48855,57.06870,0.44434,-0.43677,1.19238
MPU2,-42.71756,39.35878,40.50382,0.19116,0.30249,0.99756
MPU1,16.10687,126.97710,114.21374,0.15332,-0.17432,0.70483
MPU2,-22.56489,95.11450,105.23664,0.37988,0.04346,1.11035
MPU1,29.83206,44.45802,61.25191,0.57446,-0.37256,1.38379
MPU2,-43.46565,64.24428,86.94656,0.43970,0.07935,1.06030
MPU1,-75.54198,48.13741,92.33588,0.39648,0.05835,0.62305
MPU2,-58.62595,94.10687,47.55725,0.56714,0.07959,1.26392
MPU1,-27.54198,52.67176,19.78626,0.67847,-0.63843,1.56177
MPU2,-38.19847,22.50382,9.03817,0.27637,-0.22681,1.39038
MPU1,-33.60305,25.49618,24.09160,0.34668,-0.72632,1.41040
MPU2,-1.20611,4.06107,-1.74046,0.27539,-0.35010,1.35547
MPU1,27.66412,-52.58015,-36.18320,0.36157,-0.82080,1.48145
MPU2,14.80916,-75.38931,-41.22137,0.24487,-0.26294,1.29272
MPU1,26.19847,-39.26717,-57.29771,0.47583,-0.55615,1.10449
MPU2,23.03817,-70.80916,-72.80916,0.33521,-0.22510,1.24390
MPU1,47.60305,-51.87786,-100.06107,0.47144,-0.60669,1.26050
MPU2,32.87023,-89.32825,-104.97710,0.41260,-0.10522,1.09473
MPU1,38.38168,-47.52672,-110.73283,0.46509,-0.36743,0.95654
MPU2,25.54198,-89.06870,-133.93893,0.37109,-0.06055,1.02490
MPU1,27.11450,-24.24427,-125.78626,0.48730,-0.33643,1.00439
MPU2,13.32824,-43.08397,-136.00000,0.51123,-0.06982,1.14722
MPU1,20.35114,-45.02290,-83.11450,0.12476,-0.28564,1.02832
MPU2,22.64122,-92.24428,-146.45801,0.06787,-0.02856,0.88306
MPU1,31.70992,-68.79389,-140.16794,0.27979,-0.30957,1.06543
MPU2,22.04580,-37.75573,-141.38931,0.47241,0.06055,1.10059
MPU1,15.52672,19.22137,-40.19847,0.05591,0.00537,0.81421
MPU2,0.07634,-44.15267,-95.45038,0.13452,0.01074,0.82715
MPU1,-13.34351,-89.02290,-80.50381,0.19385,-0.16968,0.89209
MPU2,-6.99237,-52.67176,-122.76336,0.16797,0.15869,0.75244
MPU1,-6.80916,24.10687,-97.00764,0.33447,-0.14868,0.71362
MPU2,-22.67175,-22.03053,-121.22137,0.12573,0.06982,0.73755
MPU1,-28.65649,-10.07634,-95.69466,-0.03540,-0.06958,0.75586
MPU2,-36.62595,-25.84733,-97.25191,0.05957,0.09473,0.78613
MPU1,-52.61069,16.93130,-51.74046,-0.00049,-0.01074,0.63159
MPU2,-39.02290,5.51145,-58.73283,0.03809,-0.03271,0.65259
MPU1,-49.31298,-24.90076,-37.22137,-0.21289,-0.12866,0.82495
MPU2,-19.31298,5.75573,-18.51908,0.02344,-0.10498,0.75757
MPU1,-24.19847,29.12977,17.92366,-0.18018,-0.13403,0.83936
MPU2,7.77099,17.69466,35.00763,-0.02808,-0.07300,0.62036
MPU1,19.12977,-3.37405,39.25191,-0.09009,-0.11255,0.78076
MPU2,14.68702,14.06107,70.88550,0.01465,0.00488,0.67163
MPU1,7.14504,-10.00000,65.41985,-0.00146,-0.09424,0.67407
MPU2,16.99237,18.74809,99.26717,0.10498,-0.02075,0.71045
MPU1,17.81679,-18.33588,67.41985,0.06372,-0.17627,0.81812
MPU2,10.62595,16.83969,109.03817,0.14600,0.00879,0.87207
MPU1,-12.54962,-13.20611,77.89313,0.17261,-0.24365,0.76953
MPU2,-0.62595,11.05344,119.02290,0.23901,0.08618,0.85840
MPU1,-34.67176,-19.54198,73.41985,0.30493,-0.14062,0.68872
MPU2,-21.49618,45.61832,101.96947,0.34326,0.04126,0.80298
MPU1,-35.51145,36.41221,95.09924,0.28955,-0.26978,0.73608
MPU2,-21.05343,56.97710,94.93130,0.24243,-0.02905,0.81787
MPU1,-10.51908,46.03053,65.19084,0.38574,-0.45557,0.84766
MPU2,-18.71756,18.99237,83.26717,0.17603,-0.02344,0.96069
MPU1,-35.81680,-42.44275,50.94656,0.27856,-0.35376,1.03931
MPU2,-5.60305,71.40458,74.85497,0.39795,-0.10254,1.02612
MPU1,11.86260,39.45038,81.90839,0.03613,-0.38940,0.94092
MPU2,-24.88550,47.96947,80.19847,0.18677,-0.02710,1.18652
MPU1,-23.72519,76.22900,77.77100,0.68677,-0.43945,0.98511
MPU2,-45.08397,98.91603,82.93130,0.27466,-0.09082,1.01196
