sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU2,-14.71756,53.23664,-18.56489,0.54028,0.02417,0.57129
MPU1,-1.86260,52.90076,2.62595,0.58105,-0.30151,0.42236
MPU2,-14.59542,42.99237,-27.75573,0.45703,0.02832,0.63110
MPU1,12.87023,62.77863,5.19084,0.45288,-0.33936,0.58740
MPU2,-20.85496,66.62595,-18.96183,0.43359,0.08374,0.78101
MPU1,-14.83969,63.26717,9.95420,0.43823,-0.28125,0.63159
MPU2,-25.32825,34.96183,-25.57252,0.30127,0.10962,0.83276
MPU1,-13.70992,46.74809,1.14504,0.41821,-0.37378,0.83398
MPU2,-25.49618,47.09924,-20.85496,0.35815,0.09985,0.96460
MPU1,-6.97710,61.00763,12.03053,0.42822,-0.38306,0.87793
MPU2,-29.12977,69.45038,-17.61832,0.31885,0.12305,0.99072
MPU1,1.22137,58.54962,15.46565,0.29590,-0.42554,0.92725
MPU2,-28.90076,43.75573,-15.74046,0.13354,0.07495,1.00317
MPU1,-15.81679,51.86259,13.60305,0.17261,-0.38623,0.88135
MPU2,-31.34351,31.29771,-14.77863,0.12720,0.04956,1.03027
MPU1,-12.45802,43.03817,8.54962,0.25903,-0.44312,0.96362
MPU2,-28.50382,38.12214,-19.03817,0.13062,0.05396,1.10986
MPU1,-19.14504,42.53435,-0.64122,0.20605,-0.48511,1.02515
MPU2,-23.87786,37.89313,-18.01527,0.10864,0.01807,1.16748
MPU1,-12.44275,46.48855,8.80916,0.10229,-0.52490,1.12280
MPU2,-19.92366,25.37405,-9.17557,0.02539,0.01465,1.21924
MPU1,-17.55725,17.35878,1.06870,0.08765,-0.54565,1.19702
MPU2,-11.31298,9.67939,-4.30534,0.00586,0.00928,1.20679
MPU1,3.45038,18.24427,12.09160,0.04907,-0.52173,1.13501
MPU2,-4.01527,12.13740,5.89313,-0.03760,-0.00098,1.16919
MPU1,1.66412,-1.31298,4.88550,0.06738,-0.49609,1.08179
MPU2,5.28244,-5.74046,6.39695,-0.03564,-0.01904,1.09766
MPU1,13.78626,-7.78626,4.93130,0.03613,-0.48804,1.01172
MPU2,7.16031,3.02290,8.24428,-0.01294,-0.02783,1.08105
MPU1,8.25954,-9.81679,5.03817,0.01147,-0.49243,0.96069
MPU2,8.38168,-7.14504,9.89313,-0.03491,-0.05249,1.08521
MPU1,12.32061,-18.56489,0.77863,0.07666,-0.53198,1.00049
MPU2,7.78626,-8.94656,11.06870,0.03296,-0.02368,1.10254
MPU1,2.67176,-16.21374,4.04580,0.12939,-0.46240,0.96167
MPU2,4.91603,-24.64122,9.35878,0.01611,0.00586,1.10156
MPU1,-1.57252,-28.79389,-0.51908,0.10327,-0.51489,1.05029
MPU2,6.22901,-35.09924,14.99237,0.03149,-0.00781,1.18164
MPU1,-0.62595,-44.15267,-4.41221,0.14014,-0.54712,1.07446
MPU2,8.67176,-50.56488,17.87786,0.07520,0.00415,1.14160
MPU1,-3.26718,-56.35115,-8.54962,0.19043,-0.50806,0.98560
MPU2,13.78626,-52.79389,15.87786,0.11865,0.00146,1.00171
MPU1,7.92366,-46.13741,-3.55725,0.18774,-0.44141,0.84521
MPU2,14.80916,-44.70229,17.12977,0.16064,0.00684,0.97705
MPU1,8.51908,-54.99237,-13.06870,0.26929,-0.46753,0.85181
MPU2,18.10687,-50.71756,12.87023,0.26733,0.00342,0.95190
MPU1,9.90840,-44.48855,-7.70992,0.37134,-0.44678,0.78516
MPU2,16.96183,-34.96183,13.25191,0.36206,0.02734,0.87598
MPU1,6.19847,-42.41221,-8.79389,0.45654,-0.43018,0.73486
MPU2,16.44275,-46.24427,8.41221,0.38574,0.04688,0.87183
MPU1,4.00000,-41.63359,-4.42748,0.46533,-0.42578,0.70312
MPU2,16.88550,-39.25191,11.67939,0.49121,0.03101,0.88696
MPU1,6.56489,-43.81680,-9.51145,0.56250,-0.48950,0.74512
MPU2,20.65649,-48.13741,9.37405,0.50635,0.03589,0.86963
MPU1,12.04580,-46.01527,-12.67176,0.61157,-0.47705,0.71729
MPU2,24.54962,-42.94656,12.16794,0.57227,0.06616,0.83765
MPU1,11.80153,-51.52672,-10.73282,0.58105,-0.40332,0.64990
MPU2,26.51908,-52.68702,11.05344,0.55542,0.09399,0.74780
MPU1,12.53435,-62.32061,-22.10687,0.59985,-0.36938,0.61401
MPU2,29.35878,-61.80153,9.25191,0.58130,0.07837,0.70898
MPU1,16.94657,-50.80916,-15.31298,0.64917,-0.36841,0.55176
MPU2,33.58779,-48.67176,8.83969,0.63306,0.07739,0.67212
MPU1,18.93130,-57.66412,-23.23664,0.66138,-0.39111,0.54370
MPU2,34.94656,-43.29771,11.20611,0.65991,0.07642,0.55151
MPU1,33.66412,-40.54962,-1.69466,0.59521,-0.24609,0.36084
MPU2,20.25954,-28.18321,23.80153,0.69238,0.10278,0.45728
MPU1,12.38168,-46.15267,13.67939,0.68872,-0.23804,0.25073
MPU2,11.40458,-20.82443,21.16031,0.72998,0.07544,0.33423
MPU1,27.63359,-17.52672,20.04580,0.71362,-0.24414,0.13794
MPU2,0.83969,-12.62595,19.38931,0.69214,0.01196,0.31885
MPU1,-8.27481,-14.44275,12.15267,0.77930,-0.25391,0.03467
