sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU1,14.39695,-112.97710,-43.28244,0.31689,-0.38306,0.88794
MPU2,34.21374,-73.49619,4.93130,0.30542,0.00977,0.88232
MPU1,-13.03817,-47.66412,21.41985,0.36719,-0.16895,0.58838
MPU2,-26.15267,-24.30534,5.81679,0.25293,0.01953,0.86523
MPU1,-0.80916,-19.34351,2.21374,0.50586,-0.45947,0.88770
MPU2,-4.50382,3.00763,0.50382,0.29321,-0.03467,0.95557
MPU1,-2.19847,26.18321,8.64122,0.48877,-0.34766,0.74756
MPU2,4.19847,9.66412,-2.33588,0.26074,-0.03247,0.90356
MPU1,19.64886,7.40458,-4.12214,0.47852,-0.45752,0.92334
MPU2,10.67176,29.66412,-5.48092,0.32593,-0.01660,0.97388
MPU1,12.19847,64.39695,2.07634,0.54883,-0.32642,0.72876
MPU2,25.22137,150.15266,-10.83969,0.38354,-0.00464,0.93506
MPU1,34.88550,325.72519,128.93130,0.31689,-0.10229,0.45679
MPU2,-25.86259,419.81680,35.92366,0.32739,0.01807,1.02271
MPU1,-20.10687,480.83969,227.31297,-0.19604,-0.14771,0.50391
MPU2,-71.84733,500.25955,68.91603,0.04077,0.03540,0.69165
MPU1,-30.51908,500.25955,268.99237,-0.97656,-0.15015,0.56519
MPU2,-89.54198,427.83206,55.12977,-0.93628,0.09106,0.10059
MPU1,-52.70229,312.73282,204.01527,-1.25122,-0.19385,0.66016
MPU2,-86.70229,357.38931,72.70229,-0.79419,0.04126,0.22998
MPU1,-52.94656,190.91603,152.33588,-1.20996,-0.18457,0.48120
MPU2,-71.32825,182.87022,32.80916,-1.20361,0.11060,-0.33350
MPU1,-39.03817,209.23665,146.73282,-1.07666,0.01733,0.04419
MPU2,-22.80916,267.14505,55.40458,-0.87476,0.01733,-0.32837
MPU1,2.19847,172.09160,131.08397,-0.91064,0.11646,-0.03564
MPU2,-29.19084,197.86259,38.24427,-0.75757,0.13477,-0.47363
MPU1,19.64886,180.71756,121.54198,-0.81763,0.28125,-0.27881
MPU2,-8.76336,145.61832,22.94657,-0.97974,0.16553,-0.81104
MPU1,12.58015,45.96947,38.94656,-0.95337,0.37085,-0.28735
MPU2,-12.91603,20.97710,9.11450,-0.82202,0.15869,-0.66016
