sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU2,-105.52672,-45.32824,-45.26717,-0.34497,-0.55371,1.08862
MPU1,-23.60305,130.34351,33.90840,-0.72803,-0.66504,0.33423
MPU2,-89.83206,97.61832,-44.53435,-0.37769,-0.56177,0.79541
MPU1,-30.39695,-37.43512,-69.05344,-1.01685,-0.86011,0.70581
MPU2,-65.45038,-43.34351,-40.39695,-0.49780,-0.57446,1.23193
MPU1,-31.38168,83.99236,-3.13740,-0.99072,-0.84570,0.58081
MPU2,-11.19084,74.44275,-9.20611,-0.50806,-0.82324,1.30127
MPU1,17.22137,-24.87023,-3.38168,-1.52197,-1.23999,1.20093
MPU2,87.09924,-22.42748,7.89313,-0.63184,-0.81641,1.58057
MPU1,108.96183,5.33588,48.95420,-1.26270,-1.26245,1.07275
MPU2,160.67175,52.76336,45.35878,-0.57764,-0.79736,1.53467
MPU1,146.73282,-55.79389,80.00000,-1.54224,-1.17529,0.93652
MPU2,209.72519,7.55725,88.22900,-0.69604,-0.73950,1.30713
MPU1,177.54199,-69.19847,127.37405,-1.32178,-1.09863,0.59375
MPU2,242.59541,6.29008,118.24428,-0.70850,-0.61572,0.92993
MPU1,198.80916,-117.77100,140.36641,-1.13770,-0.89453,0.24976
MPU2,237.89313,10.45802,141.22137,-0.48193,-0.45044,0.73340
MPU1,174.30534,-102.22137,179.92366,-0.77612,-0.61182,0.02710
MPU2,210.96184,-32.88550,137.09924,-0.38770,-0.10083,0.29590
MPU1,151.16031,-112.57252,134.06870,-0.29590,-0.27832,-0.05811
MPU2,180.44275,14.48855,123.48092,-0.13135,0.08887,0.29004
MPU1,139.93130,-80.64122,157.82443,-0.24170,-0.00122,0.11719
MPU2,136.61069,-31.35878,105.43511,-0.25049,0.38770,0.24561
MPU1,132.00763,-136.72519,115.03817,-0.34204,-0.00122,0.46631
MPU2,123.12977,-18.97710,83.83206,-0.10229,0.56299,0.31128
MPU1,124.11450,-70.93893,119.57252,-0.06006,0.42261,0.31592
MPU2,103.80153,-7.38931,70.79389,-0.09595,0.71045,0.10278
MPU1,163.41222,-108.12977,86.59542,0.10303,0.47754,0.38232
MPU2,80.80916,-28.67175,53.32824,0.11963,0.83130,-0.03564
MPU1,128.12213,-106.02290,28.14504,0.49072,0.85278,0.10547
MPU2,29.08397,10.09160,16.71756,0.33032,0.90405,-0.05518
MPU1,50.67939,9.34351,10.35114,0.59082,0.98950,-0.03320
MPU2,-33.58779,15.26718,-19.09924,0.19653,0.94312,-0.05688
MPU1,-100.60305,22.47328,-56.15267,0.57178,1.17407,-0.24609
MPU2,-115.00764,30.99237,-55.08397,0.22681,0.91968,0.14355
MPU1,-197.80916,122.05344,-48.54962,0.30347,0.72852,-0.02393
MPU2,-156.83969,20.76336,-76.07633,-0.01538,0.82935,-0.01587
MPU1,-215.12213,92.25954,-118.27481,0.18188,0.47778,0.18457
MPU2,-214.39694,32.09160,-94.15267,0.08521,0.62695,0.16187
MPU1,-250.13741,137.11450,-132.32825,-0.09448,0.12280,0.07617
MPU2,-244.58015,-57.40458,-107.02290,-0.22949,0.38013,0.15771
MPU1,-228.54962,111.81680,-152.35878,-0.29639,-0.28003,0.16748
MPU2,-247.14503,43.57252,-88.93130,-0.19336,0.01855,0.68823
MPU1,-205.06870,170.27481,-88.74046,-0.71802,-0.48218,0.49268
MPU2,-215.29771,84.82442,-95.17558,-0.34668,-0.09326,0.53882
MPU1,-163.64885,74.12977,-154.16031,-1.08496,-0.76147,0.69678
MPU2,-169.93893,-71.96947,-80.09161,-0.57007,-0.26001,1.10767
MPU1,-93.25954,46.93893,-67.29008,-1.09814,-0.76538,1.03442
MPU2,-123.12977,-4.04580,-76.71756,-0.44800,-0.26904,0.94800
MPU1,-97.84733,65.11450,-104.66412,-0.79395,-0.58130,0.40723
MPU2,-126.21374,44.29008,-54.06107,-0.31982,-0.49829,1.10571
MPU1,-88.58778,48.55725,-63.00000,-0.96216,-1.01074,0.71582
MPU2,-86.61069,-86.38168,-70.16794,-0.52319,-0.57983,0.99561
MPU1,-78.19847,-46.83206,-159.37404,-0.56519,-0.88574,0.73999
MPU2,-88.38168,-95.98473,-69.41985,0.03882,-0.54468,1.05469
MPU1,-113.53435,16.19847,-60.13741,-0.53442,-0.81738,0.37817
MPU2,-99.57252,16.94657,-58.94656,-0.03857,-0.57471,1.02124
MPU1,-160.34351,63.22137,-72.20611,-0.39136,-0.82300,0.02051
MPU2,-86.80916,-57.32824,-40.44275,-0.41821,-0.85376,0.66235
MPU1,-143.25191,-54.31298,-68.95420,-0.89185,-1.13501,0.27026
MPU2,-116.27481,-46.71756,-15.89313,-0.21924,-0.75952,0.83862
MPU1,-106.23664,16.25191,-22.67939,-0.57300,-0.93701,0.10278
MPU2,-70.33588,10.06107,-0.25954,-0.00684,-0.79688,0.55493
MPU1,-71.33588,40.48092,-12.84733,-0.20483,-0.96558,-0.02295
MPU2,-76.36641,14.97710,-17.92366,-0.03882,-0.74316,0.67285
MPU1,-29.75573,-28.54198,-37.49618,-0.71973,-1.51221,0.51489
MPU2,19.57252,4.96183,-15.29771,-0.01221,-1.12134,0.90601
MPU1,99.81680,51.96947,39.12214,-0.62891,-1.52173,0.29297
MPU2,83.64886,75.92367,3.52672,0.04492,-1.21045,1.13696
MPU1,161.39694,17.86259,58.39695,-0.71094,-1.85767,0.61719
MPU2,171.02290,63.14504,26.71756,-0.13867,-1.16992,1.25146
MPU1,177.70229,-25.51908,71.29008,-0.91260,-1.57178,0.36768
MPU2,196.18321,13.61832,44.30534,-0.24536,-0.96045,1.12939
MPU1,206.83206,-48.75573,65.96183,-0.71289,-1.48535,0.40405
MPU2,222.22900,37.51145,60.16794,-0.18335,-0.83374,1.02075
MPU1,207.54962,-52.35878,101.12214,-0.69556,-1.13086,0.21484
MPU2,230.56488,20.24427,73.41985,-0.31787,-0.58838,0.86572
MPU1,215.58015,-47.14504,115.66412,-0.58838,-0.96313,0.25366
MPU2,229.69466,23.51145,81.51145,-0.21997,-0.27539,0.63037
MPU1,163.95419,-68.97710,97.90839,-0.49146,-0.52124,0.14624
MPU2,188.82443,16.53435,83.92367,-0.04077,-0.05127,0.58374
MPU1,175.66412,-63.15267,89.04580,-0.21191,-0.53052,0.47949
MPU2,181.14503,-6.90076,64.61069,-0.22192,0.09302,0.62866
MPU1,157.83969,-50.03053,88.60305,-0.34521,-0.23584,0.43237
MPU2,161.72519,17.23664,60.18320,-0.13428,0.25781,0.54199
MPU1,158.14503,-30.94657,98.30534,-0.36133,-0.18530,0.48535
MPU2,145.25191,67.38931,56.35115,-0.04761,0.39038,0.57397
MPU1,131.56488,-3.99237,103.48855,-0.19727,0.08252,0.46753
MPU2,136.61069,-4.68702,53.45038,-0.36377,0.42163,0.35010
MPU1,151.93130,-21.40458,91.89313,-0.34155,0.20093,0.46362
MPU2,118.47328,7.74046,50.00000,-0.11987,0.66162,0.27930
MPU1,123.29008,-43.64885,61.85496,-0.17676,0.38135,0.55225
MPU2,91.92367,-0.45802,40.13741,-0.06030,0.74854,0.19067
MPU1,117.12977,-41.42748,62.95420,-0.11401,0.63208,0.49756
MPU2,45.02290,-20.47328,29.52672,-0.03613,0.85498,-0.10571
MPU1,19.32061,-14.40458,22.43511,0.31152,1.06201,0.05371
MPU2,-31.81679,4.50382,-4.18321,0.13672,1.00684,0.05566
MPU1,-82.52672,22.88550,-44.87023,0.37939,0.98047,0.16382
MPU2,-84.33588,4.90076,-31.09924,0.16479,0.91821,0.00171
MPU1,-120.94656,19.16794,-71.79389,0.09375,0.69507,0.44067
